;product_name;origins;pnns_groups_1;pnns_groups_2;nutriscore_score;categories_tags;image_url;additives_n;energy-kj_100g;calcium_100g;vitamin-d_100g;proteins_100g;sugars_100g;fat_100g;iron_100g;fiber_100g;sodium_100g;saturated-fat_100g;nutriscore lettre
3100;Pom potes brassés aux fruits mixés fraise;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:stirred-yogurts,fr:yaourts-brasses-a-la-fraise;https://images.openfoodfacts.org/images/products/302/176/040/4140/front_fr.42.400.jpg;1.0;315.2;0.145;1.45e-06;4.0;12.0;2.8;0.000185;0.0;0.04;1.7;B
3101;POM'POTES BRASSES Fraise;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:strawberry-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4157/front_fr.50.400.jpg;1.0;401.0;0.145;1.45e-06;4.0;12.0;2.8;1.0000000000000002e-06;0.6;0.068;1.7;B
3102;Brassés fruits rouges;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4164/front_fr.3.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.068;1.7;B
3103;Pom'Potes Brassés Fruits Rouge;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4171/front_fr.26.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.068;1.7;B
3104;Pom' Potes brassés aux fruits mixés banane;;Beverages;Sweetened beverages;2.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:drinkable-yogurts,en:fruit-yogurts,en:banana-yogurts,en:sweetened-beverages;https://images.openfoodfacts.org/images/products/302/176/040/4188/front_fr.23.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.068;1.7;B
3105;Pom' Potes brassés aux fruits mixés banane;;Beverages;Sweetened beverages;2.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:drinkable-yogurts,en:fruit-yogurts,en:stirred-yogurts,en:banana-yogurts,en:fruit-stirred-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4195/front_fr.20.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.04;1.7;B
3106;Pom'Potes Brassés Abricot;;Beverages;Sweetened beverages;2.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:drinkable-yogurts,en:fruit-yogurts,en:stirred-yogurts,en:apricot-yogurts,en:fruit-stirred-yogurts,en:sweetened-beverages;https://images.openfoodfacts.org/images/products/302/176/040/4201/front_fr.29.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.06;1.7;B
3107;Pom' potes brassés aux fruits mixés;;Beverages;Sweetened beverages;2.0;en:beverages,en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:dairy-desserts,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:drinkable-yogurts,en:fruit-yogurts,en:stirred-yogurts,en:apricot-yogurts,en:fruit-stirred-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4218/front_fr.24.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.04;1.7;B
3108;Pom'Potes Brassés Fraise Abricot;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:dairy-desserts,en:yogurts,en:fruit-yogurts,en:apricot-yogurts,en:strawberry-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4225/front_fr.29.400.jpg;1.0;405.0;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.038;0.068;1.7;B
3109;Pom' potes Brassés Mangue;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:mango-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4232/front_fr.17.400.jpg;1.0;406.0;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.038;0.068;1.7;B
3110;Yaourts fruits mixés mangue Pom'Potes;;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4270/front_fr.22.400.jpg;1.0;352.8;0.145;1.45e-06;4.8;15.0;1.6;0.002267;1.6;0.056;1.2;C
3111;Pom'potes Brassés banane fruits rouges;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:banana-yogurts;https://images.openfoodfacts.org/images/products/302/176/040/4287/front_fr.15.400.jpg;1.0;321.8;0.145;1.45e-06;4.0;12.0;2.8;0.003601;0.24;0.068;1.7;B
3112;POM'POTES BRASSES Vanille;France;Milk and dairy products;Milk and yogurt;-3.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:dairies,en:desserts,en:fermented-foods,en:fruits-and-vegetables-based-foods,en:fermented-milk-products,en:fruits-based-foods,en:compotes,en:yogurts,en:compotes-to-drink;https://images.openfoodfacts.org/images/products/302/176/040/5383/front_fr.29.400.jpg;1.0;397.0;0.145;1.45e-06;4.1;12.0;2.9;1.0000000000000002e-06;0.6;0.068;1.8;A
3113;Pom'potes brassés Vanille;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts;https://images.openfoodfacts.org/images/products/302/176/040/5390/front_fr.9.400.jpg;;321.8;0.145;1.45e-06;4.1;12.0;2.9;0.003801;0.24;0.068;1.8;B
3114;Materne Onctueux Végétal Vanille;;Beverages;Plant-based milk substitutes;11.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:desserts,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:chocolate-desserts,en:nut-milks,en:almond-milks,fr:dessert-vegetal,fr:snacking,fr:vegetal,fr:vegetalien;https://images.openfoodfacts.org/images/products/302/176/040/6403/front_fr.3.400.jpg;1.0;445.0;0.145;;3.0;12.0;3.4;0.00102;0.7;0.0368;0.3;D
3115;MATERNE Onctueux Végétal Chocolat 4x85g;;Sugary snacks;Sweets;1.0;en:desserts,en:non-dairy-desserts,en:chocolate-desserts,fr:dessert-vegetal;https://images.openfoodfacts.org/images/products/302/176/040/6410/front_fr.22.400.jpg;1.0;466.0;0.145;;2.8;11.0;3.9;0.000601;1.6;0.028;0.6;B
3116;Materne Onctueux Végétal chocolat;;Beverages;Plant-based milk substitutes;1.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:desserts,en:non-dairy-desserts,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:chocolate-desserts,en:nut-milks,en:almond-milks,fr:dessert-vegetal,fr:snacking;https://images.openfoodfacts.org/images/products/302/176/040/6427/front_fr.3.400.jpg;1.0;466.0;0.145;;2.8;11.0;3.9;0.000601;1.6;0.028;0.6;B
3117;Onctueux Végétal Vanille de Madagascar;;unknown;unknown;2.0;en:desserts,fr:dessert-vegetal;https://images.openfoodfacts.org/images/products/302/176/040/6434/front_fr.5.400.jpg;1.0;445.0;0.145;;3.0;12.0;3.4;0.001021;0.7;0.04;0.3;B
3118;Materne Onctueux Végétal Noisette;;unknown;unknown;2.0;en:desserts,fr:dessert-vegetal,fr:snacking,fr:vegetal;https://images.openfoodfacts.org/images/products/302/176/040/6441/front_en.4.400.jpg;1.0;468.0;0.145;;2.1;11.0;4.2;0.000961;0.8;0.024;0.3;B
3119;MATERNE Onctueux Végétal Noisette 4x85g;;unknown;unknown;2.0;fr:dessert-vegetal;https://images.openfoodfacts.org/images/products/302/176/040/6458/front_fr.5.400.jpg;1.0;468.0;0.145;;1.8;11.0;4.2;0.000961;0.8;0.02;0.3;B
3120;Materne Onctueux Végétal Caramel;;Beverages;Plant-based milk substitutes;2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:desserts,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:nut-milks,en:almond-milks,fr:dessert-au-caramel,fr:dessert-vegetal,fr:snacking,fr:vegetal,fr:vegetalien;https://images.openfoodfacts.org/images/products/302/176/040/6465/front_fr.3.400.jpg;1.0;454.0;0.145;;2.6;13.0;3.3;0.000601;0.7;0.044;0.3;B
3121;MATERNE Onctueux Végétal Caramel 4x85g;;unknown;unknown;2.0;fr:dessert-vegetal;https://images.openfoodfacts.org/images/products/302/176/040/6472/front_fr.5.400.jpg;1.0;454.0;0.145;;2.6;13.0;3.3;0.000601;0.7;0.044;0.3;B
3122;Roquefort AOP Cave Saveur;12250 Roquefort-sur-Soulzon,Aveyron,Midi-Pyrénées,France;Milk and dairy products;Cheese;19.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:blue-veined-cheeses,en:french-cheeses,en:unpasteurised-cheeses,en:french-blue-veined-cheeses,en:sheep-s-milk-cheeses,en:industrial-cheese,en:roquefort-cheeses,en:aoc-cheeses,en:labeled-cheeses,fr:produits-aoc,fr:produits-labellises;https://images.openfoodfacts.org/images/products/302/326/002/8680/front_fr.24.400.jpg;0.0;1468.6;0.536;;17.86;0.0;32.14;0.00129;0.0;1.46;21.43;E
3123;Bio le Yaourt Nature;Lait origine France;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts;https://images.openfoodfacts.org/images/products/302/329/000/2070/front_fr.21.400.jpg;0.0;229.76;0.148;;3.9;4.9;3.8;1.0000000000000002e-06;0.0;0.064;2.5;B
3124;La Laitière yaourt bio à la vanille;France;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:vanilla-yogurt;https://images.openfoodfacts.org/images/products/302/329/000/2117/front_fr.47.400.jpg;0.0;328.4;0.12;;3.3;10.9;3.5;0.000737;0.0;0.052;2.4;C
3125;L'onctueux sur lit de myrtilles BIO;France;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:blueberry-yogurts,en:yoghurts-high-in-protein-on-a-fruit-layer;https://images.openfoodfacts.org/images/products/302/329/000/2155/front_fr.4.400.jpg;1.0;324.8;0.123;;3.7;14.3;2.8;1.0000000000000002e-06;0.5;0.08;1.8;C
3126;Mix-In Kit Kat 4 x 115 g;France;Milk and dairy products;Dairy desserts;7.0;en:dairies,en:desserts,en:dairy-desserts;https://images.openfoodfacts.org/images/products/302/329/000/7150/front_fr.30.400.jpg;3.0;755.0;0.13;;4.9;19.1;8.0;0.001095;0.0;0.064;4.8;C
3127;Petit nesquik;;Milk and dairy products;Dairy desserts;12.0;en:dairies,en:desserts,en:dairy-desserts,en:dessert-creams,en:chocolate-desserts,en:refrigerated-dessert-creams,en:refrigerated-chocolate-custard-dessert;https://images.openfoodfacts.org/images/products/302/329/000/7310/front_fr.48.400.jpg;2.0;486.8;0.2;1.25e-06;4.4;20.4;7.2;0.0008829999999999;0.5;0.2;4.7;D
3128;Sveltesse Ferme et fondant;;Milk and dairy products;Dairy desserts;-2.0;en:dairies,en:desserts,en:dairy-desserts,en:dessert-creams;https://images.openfoodfacts.org/images/products/302/329/000/8423/front_fr.19.400.jpg;;204.5;0.125;;3.6;10.0;0.9;0.002081;2.0;0.076;0.6;A
3129;Yaourt au lait de brebis;;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:sheep-milk-yogurts;https://images.openfoodfacts.org/images/products/302/329/001/2000/front_fr.4.400.jpg;0.0;299.0;0.2;;5.4;5.1;3.2;0.0004509999999999;0.2799999999999999;0.052;1.9;A
3130;Feuilleté de mousse café;Lait origine France;Milk and dairy products;Dairy desserts;13.0;en:dairies,en:desserts,en:dairy-desserts,en:sweet-mousses,en:dairy-mousses;https://images.openfoodfacts.org/images/products/302/329/002/5673/front_fr.53.400.jpg;6.0;859.0;0.000122;;4.5;15.4;13.6;0.001063;1.5;0.092;9.0;D
3131;La Laitiere douceur de yaourt noix de coco;;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts;https://images.openfoodfacts.org/images/products/302/329/003/6648/front_fr.3.400.jpg;0.0;303.8;0.154;;4.1;12.3;3.6;0.000385;0.3;0.068;2.5;C
